Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
1/2 squared,12,12,2900,32,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=1.5&ctype=2&x=0&y=0,8,0,0.00,0,64200000,"[19,28,36,66,43,36,0,81,100,54,43,24]",2026-04-16,"Instant answer, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
figuring volume in gallons,11,11,1600,47,0.02,https://www.calculator.net/volume-calculator.html,8,0,0.00,0.05,123,"[5,65,82,100,65,82,1,24,55,44,55,55]",2026-03-27,"Video, Video Carousel, Related searches, AI overview",informational,Organic
women weight chart,14,14,1600,54,0.52,https://www.calculator.net/ideal-weight-calculator.html,8,0,4.00,0.18,124,"[8,10,19,8,19,12,10,8,8,12,8,6]",2026-03-24,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
payback fórmula,12,12,1600,55,2.90,https://www.calculator.net/payback-period-calculator.html,8,0,23.00,0,23000000,"[19,54,0,100,36,28,1,1,24,0,0,0]",2026-03-30,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
0.1 as a fraction,12,12,5400,20,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=0.1&ctype=2&x=0&y=0,8,0,0.00,0,127000000,"[29,24,29,54,36,10,10,29,54,54,36,29]",2026-04-18,"Image pack, Video, Video Carousel, Related searches, Questions and answers, AI overview",informational,Organic
200 divided by 4,13,13,1600,26,0.00,https://www.calculator.net/long-division-calculator.html,8,0,0.00,0,285000000,"[24,30,44,65,65,30,24,44,100,100,82,65]",2026-04-19,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
100 x 10,14,14,1600,27,0.00,https://www.calculator.net/big-number-calculator.html,8,0,0.00,0,13230000000,"[36,36,44,52,52,36,44,36,66,66,52,44]",2026-04-18,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
hours minutes calculator,14,14,1600,72,0.00,https://www.calculator.net/hours-calculator.html,8,0,0.00,0,118,"[24,44,27,66,36,20,20,80,36,100,44,16]",2026-04-17,"Instant answer, Video, Related searches",informational,Organic
free time clock calculator,16,14,2900,55,2.64,https://www.calculator.net/time-card-calculator.html,8,0,21.00,0.03,290000000,"[15,15,13,13,13,19,15,13,44,100,19,19]",2026-04-21,Related searches,commercial,Organic
sq feet calculator,20,20,5400,49,0.29,https://www.calculator.net/area-calculator.html,8,0,2.00,0.01,55700000,"[44,54,36,54,36,23,19,100,29,36,15,44]",2026-04-15,"Video, Related searches",informational,Organic
how to calculate off percentage,13,13,1600,29,0.41,https://www.calculator.net/discount-calculator.html,8,0,3.00,0,139,"[0,0,0,100,43,66,0,0,0,0,81,0]",2026-03-29,"Sitelinks, Video, Related searches, AI overview",informational,Organic
calculate my tax return,19,19,2900,70,0.54,https://www.calculator.net/tax-calculator.html,8,0,4.00,0.36,277000000,"[81,66,66,19,7,3,5,5,7,8,29,44]",2026-04-19,"Video, Related searches",commercial,Organic
calculate monthly payment,13,13,1600,83,0.50,https://www.calculator.net/auto-loan-calculator.html,8,0,4.00,0.27,405000000,"[28,15,28,36,19,24,19,43,19,15,36,13]",2026-03-24,"Sitelinks, Video, Related searches",commercial,Organic
money counter online,17,17,2900,30,0.69,https://www.calculator.net/currency-calculator.html,8,0,5.00,0.07,905000000,"[66,66,80,66,66,80,100,100,66,66,66,80]",2026-04-17,"Video, Related searches",informational,Organic
definition of a right angle triangle,12,12,1600,32,0.00,https://www.calculator.net/right-triangle-calculator.html,8,0,0.00,0,118000000,"[24,20,34,65,82,13,4,24,65,82,100,82]",2026-03-29,"Instant answer, Sitelinks, Video, Related searches, AI overview",informational,Organic
my love relationship counter,12,12,1600,32,0.00,https://www.calculator.net/love-calculator.html,8,0,0.00,0,355000000,"[36,20,41,100,100,100,54,100,66,54,54,66]",2026-03-28,"Video, Related searches, Discussions and forums",informational,Organic
divisor and dividend,13,13,5400,24,0.00,https://www.calculator.net/long-division-calculator.html,8,0,0.00,0,2570000,"[54,36,44,36,29,15,15,36,66,100,81,54]",2026-04-18,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Short videos, Things to know, AI overview",informational,Organic
weight 5 2 woman,20,20,5400,14,0.52,https://www.calculator.net/ideal-weight-calculator.html,8,0,4.00,0.13,130,"[100,81,100,81,81,81,100,81,81,81,66,10]",2026-04-20,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
immediate annuity estimate,14,14,1600,41,2.36,https://www.calculator.net/annuity-payout-calculator.html,8,0,18.00,0.12,110,"[1,1,0,0,15,1,1,7,19,100,1,2]",2026-03-28,"Sitelinks, Video, Related searches",commercial,Organic
c bra sizes,13,13,1600,19,1.08,https://www.calculator.net/bra-size-calculator.html,8,0,8.00,0.02,418000000,"[35,0,0,0,100,0,16,0,66,0,0,0]",2026-03-31,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","commercial, informational",Organic
calculator combo,20,20,5400,46,0.00,https://www.calculator.net/math-calculator.html,8,0,0.00,0,118,"[54,66,54,66,66,0,0,0,19,29,0,0]",2026-04-21,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
ft/s to m/s,17,17,2900,33,0.00,https://www.calculator.net/speed-calculator.html,8,0,0.00,0,1800000000,"[24,29,36,100,13,0,8,19,54,29,19,24]",2026-04-19,"Instant answer, Video, Related searches",informational,Organic
44 shoe size in us,14,14,2900,65,0.10,https://www.calculator.net/shoe-size-conversion.html,8,0,0.00,0.17,274000000,"[54,54,100,54,81,43,100,54,81,100,65,65]",2026-04-17,"Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
hour hour calculator,14,14,1600,72,2.72,https://www.calculator.net/time-duration-calculator.html,8,0,21.00,0,962000000,"[1,100,0,0,0,0,0,0,0,66,0,3]",2026-03-23,Related searches,informational,Organic
1500 times 12,13,13,1600,19,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=1.5&ctype=2&x=0&y=0,8,0,0.00,0,932000000,"[84,68,84,84,100,68,84,68,68,84,68,68]",2026-04-17,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
prob and stats,11,11,1600,58,1.64,https://www.calculator.net/probability-calculator.html,8,0,13.00,0.03,16900000,"[28,3,15,13,2,5,24,19,10,100,54,19]",2026-04-05,"Video, Video Carousel, Related searches, AI overview",informational,Organic
clock in clock out calculator,18,18,2900,51,2.06,https://www.calculator.net/hours-calculator.html,8,0,16.00,0.07,491000000,"[53,44,53,44,66,44,44,81,100,81,53,53]",2026-04-20,"Video, Related searches",informational,Organic
what time to what time is evening,18,18,2900,33,0.00,https://www.calculator.net/hours-calculator.html,8,0,0.00,0,1490000000,"[1,0,0,0,1,0,0,10,100,66,1,2]",2026-04-16,"Sitelinks, Video, Related searches, AI overview",informational,Organic
random number generator 1 6,15,15,1600,10,0.00,https://www.calculator.net/random-number-generator.html,8,0,0.00,0,122,"[30,55,55,34,65,55,65,55,44,44,82,55]",2026-03-26,"Video, Related searches",informational,Organic
future value of annuity calculator,14,14,1600,26,1.71,https://www.calculator.net/future-value-calculator.html,8,0,13.00,0.31,10700000,"[12,19,19,12,8,8,8,5,8,8,6,6]",2026-03-24,"Video, Ads bottom, Related searches",commercial,Organic
60 divided by 12,17,17,5400,31,0.00,https://www.calculator.net/long-division-calculator.html,8,0,0.00,0,309000000,"[54,35,66,100,81,35,29,44,100,100,66,66]",2026-04-19,"Instant answer, Sitelinks, Video, People also ask, Related searches",informational,Organic
19 out of 25 as a percentage,15,15,2900,18,0.00,https://www.calculator.net/percent-calculator.html?ctype=22&x=46,8,0,0.00,0,418000000,"[43,81,66,43,43,10,8,13,66,66,54,43]",2026-04-15,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how many days until november 4th,14,14,1600,26,0.00,https://www.calculator.net/day-counter.html,8,0,0.00,0,1690000000,"[3,3,3,5,5,8,7,15,29,66,4,2]",2026-04-10,"Instant answer, Related searches",informational,Organic
average monthly car payment,13,13,2900,37,0.96,https://www.calculator.net/auto-loan-calculator.html,8,0,7.00,0.05,137,"[29,29,29,29,29,19,19,23,23,23,23,23]",2026-04-19,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
stock price calculator,15,15,1600,22,1.80,https://www.calculator.net/investment-calculator.html,8,0,14.00,0.05,532000000,"[24,16,16,16,13,13,16,16,13,16,13,10]",2026-03-24,"Video, Related searches",transactional,Organic
my paycheck,18,18,5400,78,5.86,https://www.calculator.net/take-home-pay-calculator.html,8,0,46.00,0,4600000000,"[100,19,66,44,54,29,15,29,15,44,54,44]",2026-04-17,"Video, Video Carousel, Related searches","commercial, informational",Organic
60 kmh to mph,18,18,2900,28,1.89,https://www.calculator.net/speed-calculator.html,8,0,15.00,0.01,91900000,"[29,66,35,44,44,24,66,66,66,100,53,35]",2026-04-19,"Instant answer, Sitelinks, Video, Related searches",informational,Organic
normal bmi range,17,17,5400,81,0.42,https://www.calculator.net/bmi-calculator.html,8,0,3.00,0.09,120,"[81,66,54,54,54,81,66,54,66,54,66,66]",2026-04-18,"Image pack, Video, Video Carousel, Related searches, AI overview",informational,Organic
a grade,13,13,5400,26,0.00,https://www.calculator.net/grade-calculator.html,8,0,0.00,0,1580000000,"[29,81,66,54,36,2,44,81,81,66,8,81]",2026-04-19,"Image pack, Sitelinks, Video, Video Carousel, Related searches, Things to know, AI overview",informational,Organic
va financing rates,20,20,5400,73,3.44,https://www.calculator.net/va-mortgage-calculator.html,8,0,27.00,0.68,218000000,"[0,66,100,0,0,1,0,1,36,0,0,1]",2026-04-18,"Video, Related searches, AI overview",informational,Organic
1 3 to percent,19,19,5400,25,0.00,https://www.calculator.net/percent-calculator.html?ctype=22&x=46,8,0,0.00,0,533000000,"[54,44,54,100,81,29,19,36,66,66,44,0]",2026-04-20,"Video, People also ask, Related searches, Questions and answers, AI overview",informational,Organic
house interest calculator,13,13,1600,79,1.08,https://www.calculator.net/amortization-calculator.html,8,0,8.00,0.48,327000000,"[100,8,35,10,44,24,66,13,10,16,7,53]",2026-03-10,"Sitelinks, Related searches",commercial,Organic
today's day and date,20,20,5400,61,0.57,https://www.calculator.net/date-calculator.html,8,0,4.00,0.01,5340000000,"[16,19,12,36,36,19,44,44,36,29,44,100]",2026-04-19,"Video, People also ask, Related searches",informational,Organic
calculate difference,13,13,1600,27,0.00,https://www.calculator.net/time-duration-calculator.html,8,0,0.00,0,124,"[20,20,13,65,36,54,54,65,36,29,43,29]",2026-03-24,"Video, Related searches, AI overview",informational,Organic
mortgage calculator uk,13,13,1600,63,1.28,https://www.calculator.net/mortgage-calculator-uk.html,8,0,10.00,0.14,97,"[100,66,100,79,79,79,66,54,54,54,41,36]",2026-04-16,Related searches,commercial,Organic
work out my hours,15,15,1600,63,1.03,https://www.calculator.net/time-card-calculator.html,8,0,8.00,0.01,105,"[8,79,100,66,79,100,2,36,79,79,79,79]",2026-03-28,"Sitelinks, Video, Related searches",informational,Organic
dti ratio mortgage calculator,17,17,2900,62,1.38,https://www.calculator.net/debt-ratio-calculator.html,8,0,11.00,0.53,840000,"[3,81,100,100,36,54,1,13,36,28,28,28]",2026-04-20,"Sitelinks, Video, Related searches",informational,Organic
elapsed,14,14,5400,32,0.00,https://www.calculator.net/time-duration-calculator.html,8,0,0.00,0,127,"[66,66,66,81,66,66,66,66,100,66,66,66]",2026-04-17,"Knowledge panel, Video, Video Carousel, Related searches, Short videos",informational,Organic
elapsed,19,19,5400,32,0.00,https://www.calculator.net/time-duration-calculator.html,8,0,0.00,0,127,"[66,66,66,81,66,66,66,66,100,66,66,66]",2026-04-17,"Knowledge panel, Video, Video Carousel, Related searches, Short videos",informational,Organic
calorie counter exercise calculator,15,15,1600,50,1.35,https://www.calculator.net/calorie-calculator.html,8,0,10.00,0.04,71500000,"[4,53,100,81,7,4,1,16,35,35,1,2]",2026-04-11,"Video, Related searches",informational,Organic
how long will it take,14,14,1600,35,0.00,https://www.calculator.net/time-duration-calculator.html,8,0,0.00,0,12190000000,"[24,20,27,27,36,36,44,36,36,44,52,100]",2026-04-05,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
weighted gpa,15,15,5400,29,0.00,https://www.calculator.net/grade-calculator.html,8,0,0.00,0,51500000,"[66,44,44,44,66,44,19,36,44,66,44,44]",2026-04-20,"Image pack, Sitelinks, Video, Related searches, Things to know, AI overview",informational,Organic
percent to goal calculator,15,15,1600,11,0.00,https://www.calculator.net/grade-calculator.html,8,0,0.00,0,58400000,"[100,68,84,84,84,68,84,84,68,84,52,68]",2026-03-16,"Sitelinks, Video, Related searches",informational,Organic
z-table,16,16,5400,38,0.00,https://www.calculator.net/z-score-calculator.html,8,0,0.00,0,2370000000,"[8,13,8,13,4,13,13,10,16,16,20,5]",2026-04-15,"Image pack, Video, Image, Video Carousel, Related searches, Things to know",informational,Organic
am i fat quiz,15,15,1600,8,1.81,https://www.calculator.net/body-fat-calculator.html,8,0,14.00,0.03,145000000,"[65,65,65,55,65,44,55,44,30,30,44,34]",2026-04-04,"Video, Related searches",informational,Organic
bmi index chart,19,19,5400,69,0.27,https://www.calculator.net/bmi-calculator.html,8,0,2.00,0.14,77000000,"[7,8,4,7,5,4,3,24,10,5,4,5]",2026-04-17,"Image pack, Related searches, AI overview",informational,Organic
calculate tax estimates,16,16,2900,80,0.78,https://www.calculator.net/tax-calculator.html,8,0,6.00,0.31,384000000,"[0,0,0,0,0,0,0,1,0,0,54,100]",2026-04-17,"Video, Related searches, AI overview",informational,Organic
calculate percentage change,13,13,2900,35,7.83,https://www.calculator.net/percent-calculator.html,8,0,62.00,0,388000000,"[5,4,4,20,7,3,3,3,4,2,4,3]",2026-04-21,"Video, Related searches, Questions and answers, AI overview",informational,Organic
16 divided by 3,17,17,5400,26,0.00,https://www.calculator.net/long-division-calculator.html,8,0,0.00,0,301000000,"[15,44,44,66,44,23,15,44,81,100,54,54]",2026-04-19,"Instant answer, Image pack, Video, Video Carousel, People also ask, Related searches",informational,Organic
kiloohms to ohms,14,14,1600,18,0.00,https://www.calculator.net/ohms-law-calculator.html,8,0,0.00,0,1860000,"[19,36,28,15,10,13,10,19,54,36,15,8]",2026-03-26,"Sitelinks, Video, Related searches, AI overview",informational,Organic
3/5 in percent,20,20,5400,29,0.00,https://www.calculator.net/percent-calculator.html?ctype=22&x=46,8,0,0.00,0,312000000,"[5,36,44,54,36,0,10,8,54,66,100,81]",2026-04-17,"Instant answer, Video, People also ask, Related searches, AI overview",informational,Organic
dollars in 1 euro,16,16,5400,63,0.21,https://www.calculator.net/currency-calculator.html,8,0,1.00,0,396000000,"[1,16,54,100,54,54,0,3,19,29,24,24]",2026-04-20,"Video, People also ask, Related searches, AI overview",informational,Organic
game dice,14,0,2900,73,0.72,https://www.calculator.net/dice-roller.html,8,0,5.00,0.79,789000000,"[35,35,35,44,44,53,53,53,35,35,66,100]",2026-04-21,"Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
.75 as a fraction,18,18,5400,21,0.00,https://www.calculator.net/fraction-calculator.html?c2d1=0.1&ctype=2&x=0&y=0,8,0,0.00,0,2770000,"[44,36,29,13,0,0,29,8,36,36,36,16]",2026-04-18,"Sitelinks, Video, Related searches, Short videos, Questions and answers, AI overview",informational,Organic
paycheck calculator tn,19,19,2900,23,6.27,https://www.calculator.net/take-home-pay-calculator.html,8,0,50.00,0.02,92000000,"[35,29,35,29,29,29,35,35,35,35,35,29]",2026-04-16,Related searches,informational,Organic
three sided die,13,13,1600,23,0.33,https://www.calculator.net/dice-roller.html,8,0,2.00,0.05,254000000,"[84,84,84,100,100,100,84,84,84,84,100,84]",2026-04-17,"Image pack, Sitelinks, Video, Related searches",informational,Organic
how to calculate yearly salary into hourly rate,12,12,2900,57,0.41,https://www.calculator.net/salary-calculator.html,8,0,3.00,0.07,82600000,"[2,35,100,81,35,54,0,3,19,29,54,44]",2026-04-18,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
calories per carbohydrate gram,13,13,1600,19,0.00,https://www.calculator.net/carbohydrate-calculator.html,8,0,0.00,0,144,"[8,65,82,65,65,82,34,30,55,55,44,55]",2026-03-29,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how to calculate interest rate,20,20,5400,75,1.64,https://www.calculator.net/interest-calculator.html,8,0,13.00,0.03,157,"[54,54,66,66,66,54,44,44,36,44,36,24]",2026-04-18,"Video, Video Carousel, Related searches, AI overview",informational,Organic
density of water in lb/ft3,17,17,5400,24,0.00,https://www.calculator.net/density-calculator.html,8,0,0.00,0,816000,"[44,100,54,100,54,44,54,44,66,54,36,29]",2026-04-20,"Sitelinks, Video, Related searches, Questions and answers, AI overview",informational,Organic
180 divided by 3,12,12,2900,25,0.00,https://www.calculator.net/long-division-calculator.html,8,0,0.00,0,222000000,"[23,12,29,54,44,16,8,23,54,81,54,44]",2026-04-19,"Instant answer, Sitelinks, Video, People also ask, Related searches",informational,Organic
5 5/16 as a decimal,17,0,5400,39,0.00,https://www.calculator.net/fraction-calculator.html,8,0,0.00,0,91,"[1,0,1,24,10,8,16,29,8,54,44,44]",2026-04-21,"Video, Video Carousel, Related searches, AI overview",informational,Organic
